relative_humidity,temperature,exhaust_vacuum,ambient_pressure
62.35,29.59,71.77,1006.33
84.66,12.02,39.69,1006.05
38.63,18.89,43.56,1012.79
99.73,18.18,50.16,1010.22
52.18,27.82,52.84,1006.23
88.72,20.77,51.3,1013.89
86.29,28.21,73.06,1008.26
82.24,15.86,43.67,1011.11
62.02,25.65,69.23,1012.55
56.74,31.18,70.36,1006.38
90.41,10.05,40.23,1019.71
70.31,30.33,70.36,1006.72
91.87,26.19,73.77,1001.31
51.29,28.09,70.02,1010.84
76.76,19.02,47.45,1007.44
82.16,15.49,40.89,1007.16
88.31,23.26,64.05,1012.96
78.66,15.99,43.34,1014.2
79.48,23.95,60.37,1004.96
65.59,30.91,70.32,1011.92
90.13,8.35,42.85,1010.46
81.32,7,38.5,1014.09
90.02,20.53,49.16,1007.11
57.08,25.04,65.48,1017.66
63.53,24.51,51.95,1005.57
74.57,21.23,68.08,1012.82
86.37,7.01,40.72,1024
70.52,16.78,41.35,1000.23
75.34,9.08,40.02,1031.2
62.77,30.78,69.14,1007.27
80.61,23.02,63.47,1012.21
76.1,25.56,74.67,1016.62
60.95,17.53,42.24,1016.9
69.96,21.12,62.96,1020.83
92.86,13.01,41.49,1019.82
50.3,7.47,40.07,1015.45
72.76,13.17,36.71,1012.82
41.43,15.25,43.02,1012.04
70.33,28.89,70.72,1009.36
53.66,27.19,62.91,1011.57
86.58,21.46,74.87,1009.23
51.74,32.16,76.2,1008.04
76.58,25.42,68.08,1011.2
83.93,22.83,59.43,1005.51
78.28,15.63,41.79,1006.7
57.85,30.83,77.3,1001.7
83.7,15.78,43.99,1022.19
62.9,25.46,56.89,1012.59
38.78,20.57,44.78,1008.89
99.16,10.02,42.44,1014.57
77.56,11.61,52.75,1020.94
77.2,23.14,51.19,1009.56
78.29,15.04,38.01,1022.46
76.78,10.27,52.75,1026.19
80.84,21.19,74.93,1015.75
80.19,12.69,40.71,1021.62
71.06,28.37,71.64,1007.39
92.45,19.12,58.79,1017.34
65.16,23.49,64.63,1020.75
83.38,19,58.95,1018.05
74.09,11.58,41.74,1020.41
72.76,15.2,39,1016.1
97.46,15.71,40.12,1012.81
61.36,23.27,65.48,1019.05
78.36,19.78,62.1,1019.72
74.05,14.1,39.16,1008.19
87.39,19.62,58.79,1017.59
94.74,13.9,39.59,1011.84
56.58,31.37,74.87,1009.22
81.14,26.86,71.32,1007.38
77.94,18.35,57.76,1019.64
60.46,30.29,59.22,1013.05
75.31,25.91,58.98,1010.02
83.78,15.98,42.99,1008.24
66.95,15.72,41.76,1023.07
75.17,22.81,71.85,1009.61
49.65,13.73,41.78,1011.75
94.97,5.33,39.33,1009.61
70.29,14.71,52.72,1024.7
61.62,24.26,42.8,1013.72
74.53,27.78,72.43,1006.72
95.66,16.5,53.29,1017.7
86.61,8.51,39.66,1015.16
86.42,18.6,58.71,1009.8
86.36,6.52,39.85,1012.55
71.07,14.76,40.71,1017.37
49.61,28.8,70.02,1010.76
85.52,11.53,41.39,1018.39
90.02,12.15,45.01,1018.89
91.36,9.61,44.03,1008.3
81.85,13.67,38.53,1009.3
72.8,25.88,71.73,1010.01
55.76,26.82,66.51,1016.32
67.08,28.11,69.84,1004.68
45.06,28.9,60.07,1015.96
75.16,26.97,71.58,1010.13
79.12,26.84,71.94,1006.6
68.54,25.28,67.69,1009.05
69.98,9.02,38.08,1019.02
87.29,12.89,36.71,1013.36
64.62,17.35,39.72,1003
76.61,26.86,71.14,1007.11
79.8,15.43,39.16,1016.44
66.42,29.72,68.24,1009.92
65.01,31.4,70.32,1011.62
76.59,21.6,59.8,1016.9
90.38,7.06,41.74,1021.95
80.57,18.9,62.96,1020.69
51.43,27.77,63.9,1013.62
94.98,13.2,40.83,1007.75
78.58,22.59,60.32,1016.84
54.41,28.5,64.84,1011.47
73.53,27.98,67.9,1006.3
54.78,27.64,75.6,1017.35
77.75,9.6,37.73,1021.87
76.33,10.61,43.79,1016.03
70.49,31.41,76.09,1007.68
40.68,28.53,66.51,1015.9
80.56,7.24,41.17,1020.35
95.18,7.32,41.26,1010.11
60.26,26.93,67.07,1005.65
91.82,9.76,40.71,1020.88
63.92,22.85,59.15,1014.74
87.53,13.24,40.83,1007.9
39.95,29.14,61.5,1009.64
68.86,22.18,62.91,1012.14
57.74,15.07,43.48,1015.22
88.13,25.43,72.39,1002.65
71.9,14.64,39.58,1011.46
83.57,14.43,41.76,1024.02
70.72,8.44,41.17,1019.9
50.93,32.33,69.89,1014.18
48.77,23.62,61.87,1010.07
81.83,25.83,70.47,1006.24
80.7,17.74,49.69,1006.09
65.48,23.54,67.83,1009.44
54.03,26.07,69.23,1013.32
82.49,27.38,77.24,1008.25
38.05,23.54,41.1,1002.05
52.4,28.73,50.05,1005.79
45.56,14.93,43.02,1012.11
41.31,34.76,68.94,1006.75
61.83,23.64,63.31,1014.5
56.18,29.84,58.9,1005.24
88.62,10.33,40.6,1015
79.89,25.74,59.07,1007.37
65.73,31.92,75.33,1002.13
84.6,13.97,39.16,1016.05
87.65,25.44,61.25,1012.57
51.95,12.88,44.71,1018.73
90.11,7.74,42.49,1009.07
98.44,11.8,43.99,1020.86
62.92,11.87,40.67,1011.43
64.88,18.41,42.04,1011.69
92.81,12.65,44.34,1014.74
72.36,7.05,43.65,1018.41
86.22,12.6,41.5,1013.07
65.86,30.69,71.98,1004.53
84.96,27.76,72.58,1009.04
55.69,16.31,52.75,1024.4
85.14,25.21,63.21,1012.24
66.13,29.53,77.54,1010.39
74.5,26.71,76.86,1002.86
67.17,15.94,41.76,1023.32
92.43,7.33,41.16,1023.17
76.41,14.31,40.78,1024.3
87.8,12.57,41.79,1014.99
55.17,30.61,69.13,1009.32
65.43,14.94,40,1017.69
87.76,14.65,44.84,1023.39
65.15,25.76,74.87,1010.18
59.26,24.4,71.14,1009.7
66.77,34.18,78.05,1010.71
72,23.02,67.25,1017.17
95.61,8.22,40.77,1009.11
70.1,7.16,38.56,1019.17
77.17,28.32,77.95,1014.61
65.21,15.5,44.34,1019.21
72.46,26.79,62.44,1011.51
89.67,13.62,42.34,1017.87
90.47,8.86,40.23,1017.57
71.9,7.14,44.71,1019.98
45.35,27.29,64.45,1013.46
81.16,24.06,58.98,1010.66
82,18.36,56.65,1020.29
73.08,13.83,40.78,1024.85
75.49,21.43,60.95,1015.27
68.88,19.08,58.59,1013.42
41.79,31.46,71.29,1008.57
69.14,24.54,66.49,1011.1
94.27,10.41,41.01,1020.12
78.92,10.49,42.49,1009.81
65.57,15.03,44.45,1020.94
85.57,8.53,40.02,1031.27
79.3,14.64,39.31,1008.84
64.44,24.31,58.62,1017.29
56.69,33.95,80.18,1010.3
87.77,10.39,40.22,1006.59
62.83,19.69,56.65,1020.77
52.26,21.45,45.09,1013.83
84.88,26.04,72.43,1006.82
72.24,24.39,71.85,1009.73
60.34,19.69,39.72,1001.49
91.48,15.37,43.67,1011.9
75.28,22.3,57.19,1006.4
51.17,18.64,43.79,1016.01
77.83,7.3,39.72,1020.85
42.96,28.59,68.08,1013.2
75.88,14.48,44.06,1018.73
58.04,10.16,41.55,1005.69
65.47,30.75,71.25,1000.07
84.03,12.54,44.03,1007.05
75.48,27.28,78.92,1011.05
64.28,23.54,65.27,1013.78
60.78,26.68,62.91,1012.33
92.06,9.88,40,1021.4
89.24,9.27,40.22,1008.1
47.57,26.38,65.12,1016.1
75.68,26.64,58.69,1007.99
69.97,23.63,58.62,1016.45
59.98,24.39,51.86,1014.92
72.36,23.09,63.76,1009.82
60.04,32.38,67.17,1006.97
66.74,27.44,58.9,1003.86
87.31,9.37,44.77,1020.61
52.76,30.96,71.77,1006.26
100.13,12.06,48.04,1010.01
80.87,20.1,58.95,1018.46
70.11,9.64,36.66,1027.1
72.41,28.02,71.77,1006.5
79.39,25.24,71.14,1008.73
69.97,24.96,60.27,1018.68
59.23,27.5,49.3,1004.02
35.9,20.83,44.78,1008.51
68.24,28.44,69.84,1003.25
85.71,21.89,58.05,1011.31
71.63,16.87,52.05,1012.7
84.83,23.48,51.43,1007.13
85.02,15.23,37.87,1020.17
80.19,23.57,66.75,1018.06
89.55,22.17,60.27,1018.21
58.92,30.97,69.13,1009.78
47.63,23.84,49.21,1013.6
54.83,23.55,61.87,1009.65
62.96,17.32,42.24,1017.35
75.62,21.61,41.54,1014.5
86.29,12.85,41.14,1027.04
87.48,22.39,58.18,1008.52
80.58,22.22,66.05,1016.15
75.64,24.67,70.94,1007.99
77,6.76,39.22,1013.91
61.98,13.35,39.18,1023.24
82.45,11.43,44.78,1013.43
88.84,13.18,37.91,1018.09
53.41,29.53,71.14,1011.39
51.99,25.07,56.85,1011.25
52.6,28.36,66.75,1017.71
50.73,32.67,77.95,1014.62
86.18,22.3,74.87,1009.69
100.1,16.85,49.78,1005.61
87.65,7,39.81,1017.47
86.28,12.74,41.5,1012.94
62.74,32.88,72.29,1008.5
91.01,17.46,53.29,1018.07
51.39,29.05,64.84,1011.1
64.68,11.32,36.18,1015.03
93.89,19.65,57.85,1011.73
45.03,22.69,64.45,1012.82
79.23,28.31,74.34,998.42
63.73,27.97,66.17,1010.81
82.17,21.45,69.94,1010.5
73.73,21.45,66.05,1014.81
69.14,20.51,45.38,1014.29
66.23,14.57,44.45,1021.42
66.8,22.21,48.14,1015.08
88.23,15.06,41.85,1016.78
83.08,24.84,59.22,1013.18
67.04,24.44,47.93,1003.13
56.31,27.05,59.15,1012.83
58.89,33.92,77.95,1010.15
83.54,15.42,39.82,1012.89
71.91,26.87,74.99,1002.48
80.28,8.69,41.04,1026.87
90.72,14.19,49.83,1006.52
73.86,18.23,45.01,1012.24
63.21,25.47,56.89,1013.02
81.52,12.62,40.83,1010.06
91.35,13.61,42.34,1017.57
66.71,23.91,67.69,1008.28
74.21,14.73,39.52,1017.01
92.9,21.62,50.05,1007.2
81.17,15.29,38.73,1000.9
89.49,23.66,72.43,1008
53.3,25.14,60.29,1017.91
51.63,22.56,48.92,1010.7
73.62,13.56,39.58,1011.05
48.6,28.74,71.14,1011.53
61.28,6.93,38.68,1017.61
69.22,13.52,39.3,1018.99
66.4,28.69,67.79,1011.01
83.05,7.9,43.79,1016.14
73.87,19.5,65.12,1015.53
49.33,22.27,48.98,1014.47
71.05,27.83,59.57,1011.22
66.02,25.34,64.27,1013.38
70.12,23.57,67.9,1006.08
84.84,29.73,73.06,1010.27
75.38,27.63,64.96,1006.3
74.25,17.28,39.99,1007.09
62.09,20.58,39.53,1005.68
72.26,24.6,49.3,1003.72
75.6,29.98,76.09,1007.62
65.47,12.19,41.17,1019.43
68.04,30.71,68.27,1007.76
44.92,24.92,63.94,1017.7
64.76,25.94,60.75,1007.22
92.96,23.92,71.98,1006.22
94.44,11.04,39.96,1025.75
67.57,22.1,65.94,1009.79
52.16,19.45,41.1,1001.88
82.38,24.56,63.21,1013.79
57.68,31.86,73.88,1005.6
75.69,22.49,45.61,1013.1
87.54,19.13,50.78,1008.51
67.07,20.55,68.63,1012.5
73.37,15.92,41.2,1016.04
52.44,18.4,43.69,1016.59
93.55,12.73,44.34,1015.11
87.48,7.68,39.96,1023.73
75.73,14.02,44.85,1016.54
53.76,30.94,64.44,1014.36
87.8,9.42,41.4,1030.38
75.07,11.12,41.54,1020.13
95.26,3.92,41.31,999.22
77.8,20.38,66.54,1013.95
84.82,25.6,73.67,1005.78
75.18,23.22,59.15,1014.58
77.17,25.14,60.37,1006.63
81.68,7.92,42.28,1008.55
85.56,24.77,69.71,1009.86
54.22,30.36,69.82,1010.02
66.41,21.81,65.06,1014.6
52.67,27.12,70.32,1009.94
78.94,8.97,39.66,1021.63
82.75,23.31,60.37,1005.17
82.48,20.8,69.45,1013.7
93.68,9.31,41.39,1018.3
72.7,27.5,59.54,1004.88
81.16,10.47,41.06,1022.24
97.22,13.86,50.59,1019.2
86.45,23.42,50.05,1006.79
76.92,15.56,41.1,1003.55
89.11,16.96,46.36,1019.91
83.67,18.68,62.1,1019.78
62.57,18.33,49.64,1025.36
81.86,13.78,40.1,1014.49
74.98,12.19,41.06,1021.35
64.81,15.56,41.04,1025.8
59.85,32.87,70.8,1009.54
43.61,25.76,57.32,1011.93
86.63,11.27,40.69,1014.35
68.29,26.69,70.36,1006.82
67.84,6.45,35.77,1018.86
71.44,23.86,74.93,1016.88
45.79,27.16,47.43,1009.17
44.32,33.97,72.29,1008.98
90.47,10.37,40.03,1017.47
70.33,25.15,71.14,1011.68
68.99,10.52,41.48,1018
59.15,28.88,66.56,1006.26
80.25,19.89,68.08,1012.65
41.54,19.31,43.56,1013.65
97.09,7.14,41.22,1016.6
48.03,28.18,71.14,1011.56
47.06,26.08,57.32,1012.2
44.31,29.01,64.79,1017.62
69.67,21.84,58.86,1014.13
72.07,16.82,49.15,1020.68
54.03,29.03,67.79,1010.86
67.42,14.78,41.17,1016.42
79.61,15.55,43.71,1024.34
65.97,30.22,70.32,1011.63
61.97,25.97,68.12,1013.11
81.64,19.21,53.16,1013.18
92.88,18.94,48.7,1007.82
75.13,22.2,44.05,1007.34
75.58,26.9,77.95,1017.47
96.29,16.58,46.18,1010.4
62.26,10.72,35.76,1019.71
62.2,13.64,34.03,1018.32
85.66,24.34,70.79,1006.82
40.9,30.9,73.68,1014.95
80.67,7.76,39.61,1021.63
68.37,9.08,36.18,1020.24
75.81,9.45,39.04,1023.08
64.79,28.71,51.43,1006.4
69.08,25.3,49.3,1003.67
75.04,24.47,48.6,1002.49
78.55,15.59,52.05,1013.67
72.73,29.72,77.95,1014.9
47.29,32.81,71.32,1007.69
63.74,29.2,70.79,1004.8
83.94,25.34,70.47,1006.46
90.99,10.37,37.83,1006.5
67.5,13.12,52.75,1023.69
89.24,14.8,44.21,1021.59
78.11,11.51,41.06,1021.3
73.11,14.4,41.26,1021.41
73.6,22.36,58.79,1016.69
77.54,20.61,44.63,1008.54
57.9,13.86,41.78,1010.75
85.58,12.27,39.82,1012.18
87.44,13.13,50.59,1020.26
72.53,25.1,60.37,1005.83
92.73,8.47,42.02,1005.37
78.19,21.18,60.1,1011.02
66.54,11.02,43.02,1012.32
34.1,28.69,58.33,1013.67
61.75,18.85,41.1,1001.95
47.07,29.83,62.66,1007.98
82.88,27.63,71.98,1005.45
67.91,17.7,49.21,1015.16
62.05,22.69,48.14,1013.7
87.12,10.56,39.13,1010.19
67.43,14.86,44.85,1016.19
51.89,27.24,44.89,1009.61
55.03,22.74,61.87,1009.66
63.31,25.31,61.5,1009.31
37.08,29.13,68.3,1014.96
80.32,8.42,43.14,1011.62
50.43,30.76,73.17,1009.89
38.1,28.46,49.16,1004.61
52.69,18.15,41.67,1012.75
71.11,28.71,71.64,1005.21
98.08,9.65,44.68,1022.9
67.98,7.28,38.56,1018.96
86.57,16.26,44.89,1010.48
53.37,25.86,60.32,1015.91
80.79,11.6,39.96,1011.65
94.47,21.43,63.47,1011.95
66,28,74.22,1008.68
67.04,28.83,72.43,1006.69
79.48,12.42,43.14,1015.88
45.26,33.37,71.37,1003.75
88.96,7.41,40.81,1026.15
81.82,14.54,42.77,1019.61
69,26.63,61.47,1008.18
72.75,29.87,69.13,1001.08
79.25,14.97,42.28,1007.31
38.35,34.62,69.05,1000.68
58.78,32.11,78.05,1010.36
79.35,4.69,39.42,1024.58
85.63,17.1,48.98,1016.48
88.83,13.77,42.86,1012.86
72.94,21.75,59.8,1016.65
69.97,24.98,58.05,1011.69
90.73,26.48,73.06,1008.07
68.67,13.78,40,1018.38
82.91,5.54,41.38,1020.47
80.86,22.07,69.94,1011.18
63.59,30.45,43.21,1011.35
91.78,21.79,61.45,1011.11
68.45,15.81,54.3,1017.8
77.37,6.86,38.08,1019.62
97.93,10.23,43.72,1011.18
72.44,22.09,65.59,1015.54
55.19,28.37,75.6,1017.48
97.15,10.07,40.92,1021.43
76.93,26.02,59.57,1011.16
50.03,25.96,60.95,1014.52
96.18,11.3,25.36,1008.66
69.67,15.12,41.04,1025.95
85.9,15.08,37.85,1009.85
45.15,32.95,67.9,1005.88
67.32,23.8,48.6,1002.43
90.78,6.86,41.38,1021.35
87.17,17.3,58.59,1015.52
74.55,26.85,75.6,1017.43
57.41,26.82,60.96,1012.25
77.77,7.87,41.17,1020.33
87.42,15.58,40.66,1016.34
61.73,24.39,60.84,1018.5
57.63,11.93,41.38,1021.76
83.51,6.67,36.08,1022.31
59.7,29.45,68.84,1011.64
85.94,22.26,60.77,1018.26
62.29,25.64,47.01,1014.81
68.68,22.46,58.33,1013.21
83.77,24.12,51.43,1006.55
47.06,31.85,68.3,1014.76
52.75,25.63,58.86,1014.86
72.01,17.09,42.42,1009.03
76.63,26.22,69.89,1015.46
70.53,8.26,39.42,1025.89
89.92,23.2,73.17,1012
72.98,20.92,63.86,1020.49
75.61,6.67,39.37,1019.99
62.65,29.6,71.94,1007.07
71.01,23.27,67.9,1006.17
49.99,28.43,63.31,1013.44
79.76,13.84,42.18,1015.74
82.71,11.42,40.35,1011.55
52.59,23.66,69.51,1012.9
85.37,26.09,70.4,1007.41
93.6,18.5,47.03,1013.97
77.27,16.28,42.99,1007.5
95.6,8.61,41.04,1024.81
72.59,26.11,62.44,1010.68
94.84,5,40.64,1021.05
81.52,22.95,63.94,1013.91
71.32,15.92,39.16,1006.59
58.38,23.07,65.27,1013.24
76.28,26.42,59.54,1007.02
85.79,11.64,38.25,1013.33
100.09,17.11,49.78,1007.25
83.86,7.17,41.92,1031.97
52.54,27.52,66.48,1004.99
87.1,8.25,43.14,1011.3
59.95,24.49,59.87,1018.4
84.67,28.19,71.97,1008.85
73.77,17.76,40.55,1002.82
59.02,20.9,67.71,1007.16
98.56,22.31,61.45,1009.25
80.77,8.88,41.54,1019.05
58.88,20.01,52.9,1018.05
86.64,23.36,59.15,1013.71
71.15,25.54,61.08,1013.14
57.92,24.5,58.66,1011.54
86.89,12.68,43.7,1016.07
83.29,11.52,39.18,1023.43
64.34,28.08,64.44,1013.02
51.26,28.66,74.93,1014.04
56.01,30.02,69.04,1009.68
75.49,9.53,40.62,1015.57
78.74,18.58,63.78,1016.24
78.39,8.91,40.11,1022.87
60.71,26.44,59.15,1013.35
87.32,23.86,73.5,1011.34
44.91,30.02,73.5,1010.52
96.44,12.17,49.83,1008.05
71.27,25.58,61.08,1013.37
68.77,12.73,40.27,1005.68
71.61,10.74,44.85,1014.25
95.83,15.25,46.36,1019.69
74.14,27.35,77.95,1012.14
53.32,30.28,67.22,1014.39
67.38,24.88,51.43,1011.28
43.3,33.74,69.98,1012.51
46.27,32.57,65.74,1011.03
56.42,27.54,68.27,1008.12
42.74,16.09,44.71,1017.86
48.94,23.86,52.84,1006.56
79.57,27.78,70.8,1009.81
45.28,24.11,68.63,1014.34
77.23,6.39,35.57,1025.53
77.29,14.16,39.28,1015.63
66.36,13.43,43.56,1013.02
60.31,20.11,42.04,1010.79
76.51,7.32,39.42,1026.15
82.93,13.71,45.08,1023.35
80.64,21.49,68.28,1004.68
73.05,15.25,39.58,1012.1
67.99,19.81,56.65,1020.62
75.29,25.71,71.73,1009.72
75.89,9,36.3,1027.11
58.4,28.85,57.19,1008.2
88.57,14.66,40.73,1017.45
78.52,21.94,57.5,1014.64
51.9,26.48,66.54,1011.61
70.42,24.08,49.3,1003.23
66.22,25.95,63.47,1011.77
73.55,19.76,62.1,1020.07
66.17,5.07,40.07,1019.32
86.21,5.62,41.38,1020.91
70.02,6.8,37.8,1021.09
73,24.77,57.17,1010.66
86.22,18.59,44.63,1003.99
79.6,11.17,44.77,1018.2
61.87,25.87,47.01,1014.67
87.53,15.46,37.64,1014.57
90.32,22.63,58.41,1013.69
55.75,29.59,74.78,1009.45
73.67,22.25,60.84,1018.07
58.29,31.53,74.99,1003.93
59.44,17.95,49.21,1012.05
59.92,29.45,64.96,1005.52
51.08,31.31,64.44,1014.24
69.2,8.41,40.67,1019.97
67.12,22.85,60.08,1018.05
72.81,16.02,39.54,1007.73
75.62,15.12,43.79,1016.37
69.87,14.47,48.79,1017.05
75.61,12.1,41.17,1013.72
83.41,15.38,43.99,1022.42
70.51,22.16,65.48,1017.22
88.43,26.31,72.39,1001.16
72.52,15.14,39.72,1002.96
74.24,26.49,61.86,1012.55
64.03,23.06,56.85,1012.5
84.45,16.21,50.9,1012.46
76.5,8.76,41.82,1033.29
100.07,11.92,40.55,1016.91
52.84,28.64,73.4,1011.48
84.27,17.95,59.15,1012.73
42.17,33.82,73.03,1013.49
96.01,5.82,40.78,1024.82
76.21,20.41,48.06,1012.62
60.8,31.23,72.58,1006.61
55.44,6.58,40.07,1014.22
87.41,13.1,41.48,1009
85.42,20.13,40.33,1005.31
62.51,29.12,74.87,1009.85
96.4,19.57,68.61,1011.13
89.64,25.38,72.24,1010.76
74.26,12.56,41.4,1019.23
67.9,28.25,57.19,1007.99
81.51,27.24,77.17,1009.37
84.16,16.41,44.92,1024.27
61,26.1,63.56,1013.12
68.44,17.37,41.23,998.79
53.55,31.81,66.44,1011.21
80.52,13.83,45.08,1024.2
71.05,28.43,73.18,1012.52
81.66,12.07,38.25,1012.67
82.48,14.73,58.2,1019.45
87.44,16.65,56.89,1013.52
67.53,22.56,60.29,1018.19
68.52,23.76,61.5,1009.15
61.75,14.72,38.91,1015.17
72.7,22.63,58.49,1010.94
64.37,21.82,58.66,1011.71
76.21,20.88,47.45,1007.5
77.81,18.4,43.96,1012.4
70.27,23.29,65.61,1014.81
77.32,26.65,74.67,1015.73
84.36,24.62,72.43,1007.97
70.47,27.94,69.84,1003.11
63.21,27.96,68.51,1007.26
79.55,25.52,71.73,1009.91
72.22,9.28,41.38,1021.96
91.79,20.5,51.19,1009
68.96,24.38,47.01,1015.17
81.69,25.69,59.54,1004.05
83.56,13.86,44.21,1022.6
49.15,31.44,64.44,1014.04
45.03,26.88,69.51,1012.76
63.79,27.83,69.04,1009.69
61.2,29.66,59.22,1013.25
70.91,11.49,41.54,1020.17
89.16,5.62,41.31,1001.37
48.56,31,71.77,1006.29
82.88,28.18,71.85,1008.78
62.99,5.76,40.07,1013.22
90.84,14.73,36.99,1007.32
72.97,24.91,57.17,1010.88
82.95,25.12,77.95,1009.26
84.05,21.42,56.89,1014.39
67.12,26.06,54.5,1015.52
94.36,21.14,58.98,1009.05
71.02,6.91,39.37,1019.58
62.32,13.97,53.82,1016.81
79.6,14.64,42.77,1017.59
54,31.58,66.54,1003.26
77.09,10.27,41.44,1017.04
59.45,7.94,43.65,1018.75
73.25,9.32,36.3,1027.67
90.3,11.87,41.58,1017.29
44.18,22.58,43.79,1015.66
89.56,19.2,59.21,1017.84
64.06,30.18,68.24,1009.31
86.15,26.27,71.98,1005.72
44.21,19.39,43.14,1012.75
90.37,12.81,44.34,1015.55
62.1,30.93,69.98,1013.33
81.69,20.03,57.19,1007.31
56.51,27.34,71.29,1008.32
83.18,17.7,48.98,1015.79
83.82,20.61,65.61,1014.91
90.11,13.82,40.2,1013.19
73.36,31.77,76.09,1007.4
55.39,26.55,69.45,1013.88
84,20.42,62.96,1020.34
85.39,20.76,59.04,1012.51
79.49,26.08,76.86,1003.3
71.22,22.86,66.48,1003.77
52.49,30.33,70.32,1007.75
57.29,27.22,67.9,1005.73
80.26,25.22,69.88,1007.17
70.63,15.3,38.62,1017.19
75.32,24.01,50.16,1004.22
86.43,8.01,40.62,1015.62
30.59,19.31,44.71,1016.13
82.96,22.07,70.72,1010.52
50.74,27.31,68.14,1005.73
92.97,19.89,50.78,1008.85
87.83,14.07,46.18,1017.77
68.02,12.07,40.81,1025.63
52.06,31.19,69.68,1012.6
71.64,26.7,62.26,1011
88.21,21.94,58.79,1010.3
81.44,12.19,40.23,1017.76
79.79,13.03,41.26,1022.17
73.34,28.55,74.33,1011.77
76.91,15.73,38.73,1002.48
79.59,16.22,41.35,1000.96
59.44,27.44,47.93,1002.71
61.85,25.51,64.27,1013.28
82.97,19.14,56.65,1020.84
63.59,16.5,44.2,1018.94
69.92,13.78,45.51,1015.56
75.09,13.29,71.14,1019.63
90.6,27.06,77.17,1008.71
85.35,13.67,44.92,1023.6
83.9,14.7,44.9,1021.87
69.75,11.48,37.5,1014.38
87.8,16.95,58.86,1015.96
81.27,22.3,50.78,1008.85
67.87,27.37,70.72,1009.77
75.01,18.61,44.06,1016.91
66.44,27.98,74.87,1010.02
75.33,9.39,39.66,1019.22
76.01,22.19,48.78,1017.84
51.22,25.48,60.29,1017.55
80.02,27.51,71.32,1007.59
87.05,11.37,39.16,1016.54
79.06,8.68,43.14,1011.94
58.3,25.3,59.43,1009.15
81.45,12.82,48.14,1017.47
69.03,20.31,49.69,1011.57
66.68,23,49.5,1014.15
88.68,14.24,45.01,1013.54
82.09,20.17,50.66,1014.38
83.47,7.69,38.06,1020.72
58.73,30.36,69.04,1009.6
37.9,29.12,66.51,1015.69
67.98,27.01,67.98,1006.01
86.4,24.24,72.43,1008.02
76.43,22.49,58.71,1009.75
78.84,23.76,70.32,1012.13
74.15,18.09,43.72,1008.64
55.47,15.96,41.66,1011.93
69.64,25.54,61.08,1013.77
93.93,22.96,70.79,1005.68
81.99,14.76,39.64,1010.37
75.37,16.16,52.05,1013.19
84.74,22.36,59.44,1013.1
55.35,25.79,65.27,1013.26
80.2,18.78,63.09,1019.22
69.1,6.49,36.3,1016.52
75.53,19.4,49.69,1012.89
93.68,6.16,38.5,1012.83
95.25,15.31,41.35,1005.09
84.91,5.74,40.62,1016.31
67.84,30.31,77.24,1008.02
74.1,24.54,72.24,1011.43
95.85,22.97,72.24,1011.15
72.73,22.45,59.87,1018.92
72.9,13.9,41.17,1016.84
100.09,17.78,52.08,1006.9
74.27,9.59,40.11,1026.05
84.49,11.91,44.45,1021.39
60.47,31.26,70.36,1006.49
60.11,23.82,64.15,1020.96
91.86,25.02,69.75,1010.04
77.73,25.47,70.36,1005.79
73.27,27.13,59.54,1004.33
73.71,24.6,48.78,1018.1
76.16,24.95,76.16,1006.2
83.32,7.55,41.04,1027.03
25.56,34.24,74.67,1016.24
74.69,19.94,44.9,1008.52
75.68,27.14,63.13,1013.38
69.6,28.56,74.22,1007.45
81.2,13.05,44.34,1018.47
70.74,26.72,74.87,1010.18
90.91,12.5,43.67,1013.99
79.88,20.62,68.12,1012.33
70.99,16.17,38.01,1022.19
67.54,9.58,38.08,1019.49
93.78,25.42,73.21,1001.91
59.92,30.31,70.36,1006.55
70.87,23.76,51.19,1009.69
61.26,29.42,79.74,1007.24
86.8,8.8,42.32,1017.91
90.26,27.16,72.58,1009.24
92.89,19.75,49.02,1009.38
55.34,30.44,68.84,1010.97
64.23,18.6,41.67,1013.07
56.77,19.65,45.01,1014.18
76.4,15.99,49.21,1015.17
91.37,8.73,41.26,1020.54
89.92,15.99,39.63,1006.09
96.48,5.56,45.87,1006.99
88.29,8.88,39.66,1015.21
86.02,5.42,41.38,1020.77
90.77,8.97,36.24,1013.21
66.28,18.18,61.87,1008.64
85.72,12.87,41.5,1013.51
87.29,14.23,46.18,1017.39
78.48,18.17,66.86,1011.29
73.02,19.73,49.69,1007.78
55.64,25.36,61.41,1011.89
52.79,29.78,73.42,1011.27
51.38,32,58.9,1003.48
89.63,18.64,67.71,1003.84
85.68,13.16,43.71,1024.44
71.19,7.64,40.02,1031.58
64.79,11.87,41.78,1012.97
68.59,20.56,59.14,1016.02
69.44,11.41,39.61,1018.69
59.62,26.11,52.36,1013.9
82.14,19.06,56.65,1020.82
74.76,9.13,40.02,1031.08
70.72,8.44,41.17,1019.9
76.85,14.44,42.32,1015.61
94.26,6.3,39.33,1010.63
93.23,13.47,44.88,1017.56
79.7,20.66,41.54,1014.68
58.69,23.62,45.87,1007.75
97.85,16.69,46.18,1011
48.52,28.01,44.89,1008.98
68.9,21.73,64.63,1020.84
39.24,30.35,69.51,1009.95
84.36,8.67,36.66,1026.8
61.94,30.51,59.57,1011.08
